Requisition_ID,Job_Family,Job_Role,Job_Band,Experience_Required_Years,City,Interview_Panel_Availability,Total_Interview_Rounds,Assessment_Included,Candidate_Source,Notice_Period_Days,Job_Posted_Date,Hire_Date,Time to hire
HT2157,HR,HR Analyst,Band_2,8,Chennai,2,2,Yes,Naukri,60,2024-02-06,2024-02-28,22
HT2158,HR,HR Analyst,Band_3,16,Bangalore,3,1,Yes,Referral,60,2024-09-03,2024-09-24,21
HT2159,Technology,Data Engineer,Band_3,1,Shanghai,1,3,Yes,Other,90,2025-06-25,2025-07-15,20
HT2160,Technology,Data Engineer,Band_3,15,Tokyo,2,1,Yes,Referral,60,2024-10-03,2024-10-19,16
HT2161,Sales,Sales Manager,Band_2,1,Shanghai,4,2,Yes,Consultant,60,2025-10-06,2025-10-27,21
HT2162,Operations,Supply Chain Lead,Band_3,14,Shanghai,5,1,Yes,Other,60,2025-07-24,2025-08-11,18
HT2163,Operations,Operations Analyst,Band_2,7,Tokyo,5,1,Yes,Consultant,60,2025-12-25,2026-01-10,16
HT2164,HR,Recruiter,Band_5,13,Nagoya,1,3,No,Other,90,2024-07-04,2024-07-24,20
HT2165,Sales,Sales Manager,Band_3,3,Shenzhen,1,2,Yes,Naukri,60,2025-09-05,2025-09-28,23
HT2122,Technology,ML Engineer,Band_2,9,Chennai,2,2,Yes,Referral,60,2025-10-31,2025-11-20,20
HT2167,Operations,Operations Analyst,Band_2,1,Chennai,2,2,Yes,Consultant,60,2025-07-30,2025-08-20,21
HT2168,Operations,Operations Analyst,Band_2,4,Osaka,3,1,Yes,LinkedIn,30,2025-06-04,2025-06-27,23
HT2169,Technology,ML Engineer,Band_1,4,Shenzhen,4,2,No,Other,90,2024-03-02,2024-03-24,22
HT2170,Technology,Backend Developer,Band_2,9,Hyderabad,3,2,Yes,Referral,90,2025-07-20,2025-08-10,21
HT2171,Operations,Operations Analyst,Band_3,11,Hyderabad,5,2,Yes,LinkedIn,90,2024-10-30,2024-11-22,23
HT2172,HR,Recruiter,Band_3,2,Beijing,3,1,Yes,Naukri,90,2025-12-21,2026-01-13,23
HT2173,Operations,Supply Chain Lead,Band_6,13,Hyderabad,5,3,No,Referral,90,2024-05-23,2024-06-09,17
HT2174,HR,HR Analyst,Band_2,2,Beijing,5,2,Yes,LinkedIn,30,2025-05-11,2025-05-30,19
HT2175,Sales,Sales Manager,Band_2,2,Tokyo,5,1,Yes,Naukri,60,2024-07-02,2024-07-22,20
HT2176,Technology,Data Engineer,Band_6,11,Osaka,5,2,No,Naukri,90,2025-11-20,2025-12-12,22
HT2177,HR,HR Analyst,Band_6,12,Tokyo,4,2,No,Consultant,90,2025-11-03,2025-11-28,25
HT2178,Operations,Operations Analyst,Band_2,1,Osaka,5,2,Yes,Referral,60,2025-12-01,2025-12-23,22
HT2179,Operations,Supply Chain Lead,Band_2,5,Bangalore,4,1,Yes,Referral,90,2025-08-07,2025-08-29,22
HT2180,Sales,Sales Manager,Band_1,3,Nagoya,4,1,No,LinkedIn,30,2022-01-15,2022-02-04,20
HT2181,Technology,Backend Developer,Band_5,13,Shenzhen,5,3,No,Other,90,2026-01-16,2026-02-06,21
HT2182,Sales,Sales Manager,Band_3,12,Nagoya,3,2,Yes,LinkedIn,60,2025-09-10,2025-10-02,22
HT2183,Operations,Supply Chain Lead,Band_1,3,Chennai,2,2,No,Consultant,90,2025-07-28,2025-08-19,22
HT2184,Technology,Data Engineer,Band_6,11,Nagoya,1,2,No,Naukri,90,2024-07-27,2024-08-21,25
HT2185,Operations,Operations Analyst,Band_1,2,Beijing,2,3,No,LinkedIn,30,2024-01-07,2024-01-22,15
HT2186,Technology,ML Engineer,Band_5,18,Bangalore,1,1,No,Other,90,2024-06-30,2024-07-17,17
HT2187,Technology,Data Engineer,Band_1,1,Nagoya,5,3,No,LinkedIn,90,2025-11-10,2025-12-04,24
HT2188,HR,Recruiter,Band_2,4,Chennai,3,3,Yes,Consultant,60,2024-06-27,2024-07-18,21
HT2189,HR,HR Analyst,Band_1,5,Beijing,1,2,No,LinkedIn,30,2025-04-21,2025-05-15,24
HT2190,Sales,Account Executive,Band_5,16,Tokyo,1,1,No,Referral,90,2026-01-14,2026-02-07,24
HT2191,Sales,Sales Manager,Band_6,15,Beijing,1,1,No,LinkedIn,90,2024-03-18,2024-04-11,24
HT2192,Technology,Data Engineer,Band_2,7,Nagoya,1,1,Yes,LinkedIn,90,2025-04-23,2025-05-15,22
HT2193,HR,HR Analyst,Band_1,2,Tokyo,5,2,No,Referral,60,2025-03-19,2025-04-11,23
HT2194,HR,Recruiter,Band_2,4,Beijing,3,3,Yes,LinkedIn,60,2024-01-17,2024-02-07,21
HT2195,Sales,Account Executive,Band_5,11,Hyderabad,5,2,No,Naukri,90,2025-06-18,2025-07-07,19
HT2196,HR,Recruiter,Band_2,4,Shenzhen,2,1,Yes,Consultant,90,2024-03-04,2024-03-27,23
HT2197,Operations,Supply Chain Lead,Band_1,4,Bangalore,5,2,No,Naukri,60,2024-12-13,2025-01-02,20
HT2198,Sales,Account Executive,Band_1,2,Bangalore,4,1,No,Consultant,30,2025-12-07,2025-12-22,15
HT2199,Technology,ML Engineer,Band_5,13,Shanghai,3,2,No,LinkedIn,90,2024-02-10,2024-02-26,16
HT2200,HR,HR Analyst,Band_6,18,Shenzhen,1,1,No,Referral,90,2025-02-06,2025-03-03,25
HT2201,HR,HR Analyst,Band_3,17,Nagoya,3,2,Yes,Consultant,90,2025-10-11,2025-11-02,22
HT2202,HR,Recruiter,Band_2,1,Osaka,2,1,Yes,Consultant,90,2025-03-02,2025-03-23,21
HT2203,Operations,Supply Chain Lead,Band_1,1,Chennai,4,3,No,Naukri,90,2025-05-09,2025-05-29,20
HT2204,HR,HR Analyst,Band_3,6,Nagoya,5,2,Yes,Naukri,90,2024-07-13,2024-08-03,21
HT2205,Sales,Account Executive,Band_2,6,Tokyo,5,3,Yes,Consultant,90,2025-10-05,2025-10-31,26
HT2206,Sales,Sales Manager,Band_2,5,Beijing,3,1,Yes,Naukri,30,2024-10-20,2024-11-13,24
HT2207,HR,Recruiter,Band_2,1,Hyderabad,4,2,Yes,Naukri,60,2024-06-19,2024-07-08,19
HT2208,Operations,Operations Analyst,Band_1,4,Tokyo,4,1,No,Other,90,2024-09-25,2024-10-12,17
HT2209,Sales,Account Executive,Band_2,4,Shanghai,2,1,Yes,LinkedIn,30,2025-01-08,2025-01-27,19
HT2210,HR,Recruiter,Band_3,6,Osaka,3,2,Yes,Naukri,30,2025-08-12,2025-09-04,23
HT2211,Operations,Operations Analyst,Band_2,6,Nagoya,5,3,Yes,Other,90,2025-10-01,2025-10-20,19
HT2212,Sales,Sales Manager,Band_2,4,Nagoya,1,1,Yes,Consultant,60,2026-01-15,2026-02-06,22
HT2213,Technology,Backend Developer,Band_3,8,Tokyo,2,2,Yes,Referral,60,2025-10-28,2025-11-19,22
HT2214,Technology,Data Engineer,Band_6,16,Chennai,1,3,No,LinkedIn,90,2025-05-30,2025-06-18,19
HT2215,HR,HR Analyst,Band_2,3,Hyderabad,3,3,Yes,LinkedIn,60,2025-03-06,2025-04-01,26
HT2216,Technology,ML Engineer,Band_2,9,Beijing,1,1,Yes,LinkedIn,60,2025-09-04,2025-09-22,18
HT2217,Operations,Operations Analyst,Band_2,6,Beijing,5,2,Yes,Other,60,2026-01-14,2026-01-29,15
HT2218,Sales,Account Executive,Band_2,5,Nagoya,4,3,Yes,Consultant,90,2024-03-02,2024-03-27,25
HT2219,HR,Recruiter,Band_2,9,Beijing,2,2,Yes,Naukri,60,2024-02-03,2024-02-20,17
HT2220,HR,HR Analyst,Band_6,20,Shenzhen,4,3,No,Consultant,90,2024-12-28,2025-01-22,25
HT2221,HR,HR Analyst,Band_5,20,Osaka,1,2,No,Referral,90,2024-08-23,2024-09-13,21
HT2222,Technology,Backend Developer,Band_5,11,Hyderabad,2,2,No,Consultant,90,2024-08-11,2024-09-06,26
HT2223,Sales,Sales Manager,Band_5,20,Tokyo,4,2,No,LinkedIn,90,2025-10-09,2025-11-03,25
HT2224,Operations,Operations Analyst,Band_2,5,Beijing,1,3,Yes,LinkedIn,60,2024-03-30,2024-04-17,18
HT2225,Operations,Supply Chain Lead,Band_5,13,Hyderabad,3,3,No,Naukri,90,2024-10-27,2024-11-22,26
HT2222,HR,Recruiter,Band_1,4,Beijing,2,2,No,LinkedIn,60,2025-04-02,2025-04-22,20
HT2227,Sales,Sales Manager,Band_6,16,Bangalore,5,3,No,Naukri,90,2025-07-18,2025-08-13,26
HT2228,HR,Recruiter,Band_2,3,Nagoya,5,2,Yes,Referral,30,2024-08-02,2024-08-28,26
HT2229,HR,HR Analyst,Band_1,2,Bangalore,3,2,No,Referral,60,2025-07-27,2025-08-19,23
HT2230,Operations,Operations Analyst,Band_6,16,Hyderabad,2,3,No,Consultant,90,2024-07-25,2024-08-21,27
HT2231,Technology,Backend Developer,Band_1,4,Hyderabad,4,3,No,Consultant,60,2025-02-07,2025-02-25,18
HT2232,HR,HR Analyst,Band_5,17,Tokyo,5,1,No,Consultant,90,2024-07-02,2024-07-25,23
HT2233,HR,HR Analyst,Band_2,3,Shanghai,4,1,Yes,Naukri,30,2024-07-26,2024-08-16,21
HT2234,Sales,Account Executive,Band_2,2,Tokyo,4,2,Yes,Consultant,90,2025-04-27,2025-05-20,23
HT2235,HR,HR Analyst,Band_2,3,Shanghai,1,3,Yes,Referral,60,2024-12-16,2025-01-07,22
HT2236,Sales,Sales Manager,Band_6,19,Tokyo,1,3,No,Other,90,2026-01-09,2026-01-26,17
HT2237,Sales,Account Executive,Band_2,1,Hyderabad,4,1,Yes,Naukri,90,2025-10-30,2025-11-22,23
HT2238,Operations,Operations Analyst,Band_2,3,Tokyo,4,2,Yes,Naukri,30,2024-05-21,2024-06-09,19
HT2239,HR,Recruiter,Band_5,15,Nagoya,3,1,No,Consultant,90,2024-09-07,2024-09-30,23
HT2240,HR,HR Analyst,Band_3,20,Shenzhen,2,2,Yes,Other,60,2024-06-20,2024-07-11,21
HT2241,Operations,Operations Analyst,Band_5,11,Hyderabad,3,2,No,Consultant,90,2025-11-16,2025-12-11,25
HT2242,Operations,Operations Analyst,Band_2,5,Hyderabad,3,2,Yes,Consultant,30,2025-08-21,2025-09-07,17
HT2243,Technology,ML Engineer,Band_5,10,Chennai,5,3,No,Naukri,90,2025-04-26,2025-05-18,22
HT2244,HR,HR Analyst,Band_6,10,Chennai,1,3,No,Consultant,90,2024-12-17,2025-01-05,19
HT2245,Operations,Supply Chain Lead,Band_1,1,Osaka,1,2,No,Referral,60,2025-11-20,2025-12-06,16
HT2246,HR,Recruiter,Band_2,7,Nagoya,5,2,Yes,LinkedIn,60,2025-05-14,2025-06-07,24
HT2247,Technology,Backend Developer,Band_2,3,Beijing,1,2,Yes,Consultant,60,2025-06-17,2025-07-10,23
HT2248,Technology,ML Engineer,Band_2,3,Tokyo,4,1,Yes,LinkedIn,60,2025-03-06,2025-03-28,22
HT2249,Sales,Sales Manager,Band_2,2,Tokyo,2,1,Yes,Naukri,90,2024-07-11,2024-07-28,17
HT2250,HR,Recruiter,Band_5,19,Osaka,4,1,No,LinkedIn,90,2025-12-17,2026-01-10,24
HT2251,Sales,Sales Manager,Band_6,19,Hyderabad,2,1,No,LinkedIn,90,2024-02-22,2024-03-13,20
HT2252,HR,Recruiter,Band_2,3,Bangalore,1,3,Yes,Referral,60,2025-08-23,2025-09-12,20
HT2253,Sales,Sales Manager,Band_1,4,Hyderabad,3,2,No,Consultant,30,2025-03-02,2025-03-24,22
HT2254,HR,Recruiter,Band_2,2,Chennai,1,1,Yes,Naukri,60,2025-09-14,2025-10-04,20
HT2255,Sales,Sales Manager,Band_3,8,Nagoya,5,3,Yes,Naukri,30,2025-12-12,2026-01-01,20
HT2256,Sales,Account Executive,Band_6,13,Beijing,1,3,No,LinkedIn,90,2025-03-15,2025-04-12,28
HT2257,Sales,Account Executive,Band_2,5,Shanghai,5,2,Yes,Consultant,60,2025-05-11,2025-06-01,21
HT2258,Technology,ML Engineer,Band_2,7,Beijing,2,3,Yes,Other,60,2024-06-11,2024-07-04,23
HT2259,Technology,Data Engineer,Band_2,4,Nagoya,3,1,Yes,Consultant,60,2025-01-04,2025-01-25,21
HT2260,HR,Recruiter,Band_1,4,Hyderabad,2,3,No,Consultant,60,2025-08-19,2025-09-09,21
HT2261,Sales,Sales Manager,Band_5,20,Chennai,1,2,No,LinkedIn,90,2024-10-26,2024-11-19,24
HT2262,HR,Recruiter,Band_2,2,Tokyo,2,3,Yes,Naukri,60,2025-02-27,2025-03-21,22
HT2263,HR,HR Analyst,Band_5,19,Bangalore,2,3,No,Referral,90,2025-11-02,2025-11-28,26
HT2264,HR,Recruiter,Band_2,3,Shenzhen,1,3,Yes,Referral,60,2025-02-08,2025-03-02,22
HT2265,HR,Recruiter,Band_5,19,Osaka,5,2,No,LinkedIn,90,2024-07-11,2024-08-04,24
HT2266,HR,HR Analyst,Band_2,1,Beijing,1,3,Yes,Naukri,30,2025-01-27,2025-02-18,22
HT2267,Sales,Account Executive,Band_5,13,Osaka,2,1,No,Naukri,90,2025-07-16,2025-08-03,18
HT2268,Sales,Sales Manager,Band_3,4,Hyderabad,3,2,Yes,Referral,60,2025-05-30,2025-06-21,22
HT2269,HR,Recruiter,Band_2,3,Tokyo,1,3,Yes,Referral,60,2024-02-04,2024-02-24,20
HT2270,HR,Recruiter,Band_6,14,Shenzhen,1,1,No,Other,90,2024-09-03,2024-09-26,23
HT2271,HR,Recruiter,Band_2,3,Chennai,3,2,Yes,LinkedIn,60,2024-11-19,2024-12-14,25
HT2272,HR,HR Analyst,Band_1,1,Beijing,2,3,No,Referral,90,2024-01-27,2024-02-16,20
HT2273,Operations,Operations Analyst,Band_2,4,Osaka,3,3,Yes,Consultant,90,2025-08-09,2025-09-02,24
HT2274,Technology,ML Engineer,Band_2,5,Chennai,1,1,Yes,LinkedIn,30,2024-05-26,2024-06-13,18
HT2275,Sales,Sales Manager,Band_5,10,Nagoya,4,3,No,Other,90,2024-11-03,2024-11-23,20
HT2276,Sales,Account Executive,Band_2,2,Shanghai,5,2,Yes,LinkedIn,60,2025-07-25,2025-08-19,25
HT2277,Operations,Operations Analyst,Band_6,10,Osaka,1,3,No,Naukri,90,2024-08-05,2024-08-29,24
HT2278,Sales,Account Executive,Band_6,11,Shenzhen,2,3,No,Naukri,90,2025-08-05,2025-08-31,26
HT2279,HR,HR Analyst,Band_3,4,Bangalore,1,2,Yes,Consultant,90,2024-11-12,2024-12-01,19
HT2280,HR,Recruiter,Band_2,5,Nagoya,5,2,Yes,Referral,90,2024-03-14,2024-04-08,25
HT2281,Operations,Operations Analyst,Band_3,1,Hyderabad,4,1,Yes,Other,60,2025-05-30,2025-06-18,19
HT2282,Operations,Supply Chain Lead,Band_6,10,Hyderabad,3,1,No,Referral,90,2024-06-28,2024-07-17,19
HT2283,Sales,Sales Manager,Band_3,18,Nagoya,4,3,Yes,Other,30,2024-06-30,2024-07-23,23
HT2284,Technology,ML Engineer,Band_3,8,Beijing,4,2,Yes,Consultant,90,2024-04-16,2024-05-06,20
HT2285,Technology,ML Engineer,Band_3,17,Tokyo,3,2,Yes,Referral,30,2024-03-02,2024-03-27,25
HT2286,Sales,Sales Manager,Band_3,12,Nagoya,2,3,Yes,Other,60,2025-06-05,2025-06-24,19
HT2287,Sales,Sales Manager,Band_5,11,Beijing,2,2,No,Naukri,90,2025-01-03,2025-01-21,18
HT2288,Sales,Account Executive,Band_3,17,Chennai,5,3,Yes,Consultant,90,2025-11-24,2025-12-15,21
HT2289,Operations,Supply Chain Lead,Band_2,5,Chennai,4,3,Yes,Naukri,90,2026-01-10,2026-01-28,18
HT2290,Technology,ML Engineer,Band_2,6,Beijing,1,2,Yes,Naukri,60,2024-05-05,2024-05-28,23
HT2291,Sales,Sales Manager,Band_6,18,Beijing,2,1,No,Referral,90,2024-04-07,2024-04-29,22
HT2292,Technology,Data Engineer,Band_3,16,Hyderabad,5,1,Yes,Referral,90,2025-02-15,2025-03-05,18
HT2293,HR,Recruiter,Band_2,3,Tokyo,3,1,Yes,Other,90,2024-04-12,2024-05-08,26
HT2294,Sales,Sales Manager,Band_5,12,Shanghai,2,2,No,Other,90,2024-11-17,2024-12-08,21
HT2295,Sales,Sales Manager,Band_2,8,Beijing,1,2,Yes,Naukri,90,2025-04-23,2025-05-11,18
HT2296,Sales,Account Executive,Band_2,4,Osaka,4,1,Yes,Referral,60,2024-07-31,2024-08-22,22
HT2297,Technology,Data Engineer,Band_1,2,Shanghai,3,1,No,Referral,30,2024-03-03,2024-03-22,19
HT2298,Operations,Supply Chain Lead,Band_5,11,Chennai,4,3,No,Consultant,90,2025-01-22,2025-02-09,18
HT2299,Technology,Data Engineer,Band_2,9,Hyderabad,5,1,Yes,Consultant,60,2024-01-07,2024-02-01,25
HT2300,Operations,Supply Chain Lead,Band_1,3,Osaka,4,2,No,LinkedIn,60,2024-01-25,2024-02-19,25
HT2301,Operations,Operations Analyst,Band_2,1,Beijing,4,1,Yes,Other,60,2025-06-21,2025-07-15,24
HT2302,Technology,Data Engineer,Band_2,2,Hyderabad,3,1,Yes,Naukri,60,2025-11-08,2025-12-02,24
HT2303,Technology,Backend Developer,Band_1,2,Tokyo,2,1,No,LinkedIn,60,2024-09-17,2024-10-10,23
HT2304,Technology,Backend Developer,Band_6,15,Bangalore,4,3,No,Consultant,90,2024-07-04,2024-07-28,24
HT2305,Operations,Operations Analyst,Band_3,3,Nagoya,2,3,Yes,Naukri,60,2024-02-28,2024-03-19,20
HT2306,Technology,ML Engineer,Band_2,1,Tokyo,2,2,Yes,Consultant,60,2025-05-13,2025-06-03,21
HT2307,Operations,Operations Analyst,Band_5,17,Shenzhen,5,2,No,Referral,90,2025-08-21,2025-09-14,24
HT2308,Operations,Supply Chain Lead,Band_6,11,Beijing,4,3,No,LinkedIn,90,2024-09-08,2024-10-02,24
HT2309,Technology,Backend Developer,Band_1,2,Bangalore,3,2,No,Other,60,2025-07-24,2025-08-11,18
HT2310,Technology,ML Engineer,Band_1,4,Bangalore,5,3,No,Referral,90,2025-04-27,2025-05-17,20
HT2311,Operations,Supply Chain Lead,Band_2,1,Beijing,1,2,Yes,Consultant,60,2025-05-05,2025-05-28,23
HT2312,Technology,Data Engineer,Band_1,2,Nagoya,5,3,No,Referral,30,2025-07-25,2025-08-15,21
HT2313,Operations,Operations Analyst,Band_5,11,Shenzhen,4,2,No,Other,90,2024-09-09,2024-09-26,17
HT2314,Technology,Data Engineer,Band_6,15,Tokyo,5,1,No,Naukri,90,2026-01-28,2026-02-18,21
HT2315,Sales,Sales Manager,Band_2,7,Bangalore,2,3,Yes,Consultant,30,2024-10-01,2024-10-25,24
HT2316,Operations,Operations Analyst,Band_2,3,Bangalore,4,2,Yes,Referral,90,2025-09-06,2025-10-01,25
HT2317,Sales,Sales Manager,Band_2,5,Shanghai,3,3,Yes,Consultant,90,2024-02-07,2024-03-03,25
HT2318,Sales,Sales Manager,Band_1,2,Shanghai,1,2,No,LinkedIn,90,2024-02-02,2024-02-22,20
HT2319,Operations,Supply Chain Lead,Band_5,17,Bangalore,4,3,No,Other,90,2025-10-16,2025-11-07,22
HT2320,HR,Recruiter,Band_5,12,Bangalore,4,2,No,LinkedIn,90,2025-04-18,2025-05-06,18
HT2321,HR,Recruiter,Band_2,6,Tokyo,3,3,Yes,Other,30,2025-12-11,2026-01-01,21
HT2322,HR,HR Analyst,Band_6,11,Nagoya,2,1,No,Referral,90,2025-06-26,2025-07-17,21
HT2323,HR,Recruiter,Band_2,4,Beijing,3,2,Yes,Other,30,2024-05-06,2024-05-30,24
HT2324,Operations,Supply Chain Lead,Band_1,5,Beijing,4,2,No,LinkedIn,90,2024-01-05,2024-01-24,19
HT2325,HR,HR Analyst,Band_5,11,Nagoya,3,2,No,Other,90,2025-02-24,2025-03-19,23
HT2326,Sales,Sales Manager,Band_1,3,Shenzhen,5,2,No,Other,60,2025-10-19,2025-11-12,24
HT2327,HR,HR Analyst,Band_1,3,Hyderabad,4,1,No,Other,30,2025-12-18,2026-01-09,22
HT2328,Sales,Sales Manager,Band_1,2,Hyderabad,1,2,No,LinkedIn,60,2025-10-12,2025-11-04,23
HT2329,Technology,Backend Developer,Band_6,14,Hyderabad,4,1,No,Consultant,90,2025-02-10,2025-03-04,22
HT2330,Sales,Sales Manager,Band_1,2,Nagoya,5,3,No,LinkedIn,90,2025-02-24,2025-03-16,20
HT2331,HR,Recruiter,Band_2,8,Shanghai,5,1,Yes,Referral,60,2024-05-18,2024-06-09,22
HT2332,HR,Recruiter,Band_2,6,Shenzhen,1,2,Yes,LinkedIn,60,2024-05-09,2024-05-31,22
HT2333,Operations,Operations Analyst,Band_6,16,Nagoya,1,3,No,Consultant,90,2024-07-08,2024-07-24,16
HT2334,HR,Recruiter,Band_2,9,Tokyo,5,2,Yes,Naukri,60,2024-11-26,2024-12-17,21
HT2335,Sales,Account Executive,Band_5,13,Shenzhen,2,1,No,LinkedIn,90,2025-03-20,2025-04-10,21
HT2336,HR,Recruiter,Band_5,14,Beijing,4,1,No,Referral,90,2025-10-31,2025-11-23,23
HT2337,HR,HR Analyst,Band_3,9,Osaka,3,3,Yes,Other,90,2024-06-09,2024-07-02,23
HT2338,Sales,Sales Manager,Band_5,12,Beijing,3,1,No,Referral,90,2025-02-10,2025-03-02,20
HT2339,HR,Recruiter,Band_6,11,Shenzhen,2,2,No,Referral,90,2025-01-06,2025-01-29,23
HT2340,Technology,ML Engineer,Band_1,4,Hyderabad,4,1,No,Referral,60,2025-10-01,2025-10-21,20
HT2341,HR,Recruiter,Band_2,1,Chennai,5,3,Yes,LinkedIn,60,2024-06-03,2024-06-24,21
HT2342,HR,HR Analyst,Band_5,18,Osaka,1,1,No,Consultant,90,2025-07-25,2025-08-18,24
HT2343,HR,HR Analyst,Band_1,2,Nagoya,1,3,No,LinkedIn,60,2026-01-15,2026-02-07,23
HT2344,Technology,Data Engineer,Band_2,2,Tokyo,3,3,Yes,Other,90,2024-10-16,2024-11-06,21
HT2345,Technology,ML Engineer,Band_2,3,Shenzhen,1,1,Yes,Referral,90,2024-04-18,2024-05-08,20
HT2346,HR,Recruiter,Band_3,12,Nagoya,1,2,Yes,Referral,60,2024-05-27,2024-06-19,23
HT2347,Operations,Operations Analyst,Band_2,9,Bangalore,3,2,Yes,LinkedIn,90,2025-02-02,2025-02-21,19
HT2348,HR,Recruiter,Band_2,2,Nagoya,5,3,Yes,Consultant,60,2025-06-08,2025-06-26,18
HT2349,Technology,Backend Developer,Band_3,11,Nagoya,2,1,Yes,Consultant,60,2024-12-26,2025-01-19,24
HT2350,Operations,Supply Chain Lead,Band_2,2,Nagoya,5,2,Yes,LinkedIn,30,2024-09-17,2024-10-04,17
HT2351,Operations,Operations Analyst,Band_5,19,Shenzhen,3,3,No,Other,90,2024-09-08,2024-09-27,19
HT2352,Sales,Account Executive,Band_2,3,Hyderabad,2,1,Yes,Naukri,90,2025-09-18,2025-10-09,21
HT2353,Sales,Account Executive,Band_2,3,Chennai,5,3,Yes,LinkedIn,60,2025-04-26,2025-05-17,21
HT2354,Sales,Account Executive,Band_1,2,Chennai,4,3,No,Other,30,2025-04-10,2025-04-30,20
HT2355,Operations,Supply Chain Lead,Band_2,8,Shenzhen,2,1,Yes,LinkedIn,90,2025-01-08,2025-01-31,23
HT2356,HR,Recruiter,Band_5,16,Osaka,1,1,No,LinkedIn,90,2025-10-14,2025-11-06,23
HT2357,Technology,ML Engineer,Band_2,1,Hyderabad,4,3,Yes,Referral,60,2025-06-05,2025-06-28,23
HT2358,Sales,Sales Manager,Band_2,9,Bangalore,4,2,Yes,Naukri,90,2024-05-16,2024-06-07,22
HT2359,HR,Recruiter,Band_3,17,Nagoya,3,3,Yes,Referral,90,2025-04-01,2025-04-19,18
HT2360,Technology,Data Engineer,Band_6,16,Nagoya,3,2,No,Referral,90,2025-01-22,2025-02-14,23
HT2361,Operations,Supply Chain Lead,Band_2,5,Chennai,1,1,Yes,Referral,60,2025-05-01,2025-05-27,26
HT2362,HR,HR Analyst,Band_2,1,Osaka,4,3,Yes,LinkedIn,60,2025-12-30,2026-01-24,25
HT2363,Operations,Supply Chain Lead,Band_6,11,Nagoya,3,3,No,LinkedIn,90,2024-12-01,2024-12-20,19
HT2364,Operations,Supply Chain Lead,Band_2,1,Tokyo,5,2,Yes,Consultant,30,2025-05-21,2025-06-13,23
HT2365,HR,HR Analyst,Band_2,4,Bangalore,4,3,Yes,LinkedIn,90,2024-01-21,2024-02-12,22
HT2366,Sales,Sales Manager,Band_1,2,Shenzhen,1,3,No,Other,30,2024-11-25,2024-12-15,20
HT2327,Technology,ML Engineer,Band_3,6,Beijing,5,2,Yes,Consultant,60,2025-10-08,2025-10-31,23
HT2368,Sales,Sales Manager,Band_5,15,Osaka,2,2,No,Naukri,90,2024-07-22,2024-08-08,17
HT2369,Operations,Operations Analyst,Band_2,9,Beijing,5,2,Yes,Referral,30,2025-04-19,2025-05-13,24
HT2370,Sales,Account Executive,Band_1,4,Beijing,2,3,No,LinkedIn,90,2024-11-02,2024-11-25,23
HT2371,Technology,ML Engineer,Band_5,20,Osaka,1,2,No,LinkedIn,90,2025-09-02,2025-09-24,22
HT2372,Operations,Operations Analyst,Band_3,5,Bangalore,3,3,Yes,Naukri,60,2025-02-03,2025-03-01,26
HT2373,Operations,Supply Chain Lead,Band_6,18,Hyderabad,2,3,No,Naukri,90,2026-01-23,2026-02-16,24
HT2374,HR,Recruiter,Band_3,20,Hyderabad,1,3,Yes,Consultant,60,2026-01-13,2026-02-02,20
HT2375,HR,Recruiter,Band_2,3,Osaka,1,1,Yes,Consultant,60,2025-12-15,2026-01-03,19
HT2376,HR,HR Analyst,Band_6,15,Beijing,1,1,No,Naukri,90,2024-04-30,2024-05-21,21
HT2377,Sales,Sales Manager,Band_6,16,Hyderabad,4,3,No,LinkedIn,90,2025-10-08,2025-10-30,22
HT2378,Operations,Supply Chain Lead,Band_5,20,Nagoya,5,1,No,Consultant,90,2025-08-29,2025-09-16,18
HT2379,Technology,ML Engineer,Band_2,1,Hyderabad,1,1,Yes,LinkedIn,60,2025-08-10,2025-08-28,18
HT2380,HR,Recruiter,Band_1,3,Nagoya,3,1,No,Other,60,2025-01-03,2025-01-24,21
HT2381,HR,HR Analyst,Band_2,8,Bangalore,5,2,Yes,Other,90,2025-03-22,2025-04-16,25
HT2382,Technology,Backend Developer,Band_2,8,Chennai,4,3,Yes,Other,90,2024-01-06,2024-01-30,24
HT2383,Technology,Backend Developer,Band_6,14,Beijing,3,3,No,Referral,90,2024-07-17,2024-08-10,24
HT2384,Technology,Backend Developer,Band_6,12,Osaka,3,2,No,LinkedIn,90,2024-06-03,2024-06-20,17
HT2385,Technology,ML Engineer,Band_1,4,Nagoya,4,2,No,LinkedIn,60,2024-11-23,2024-12-13,20
HT2386,HR,Recruiter,Band_2,3,Bangalore,5,2,Yes,Naukri,60,2024-07-17,2024-08-06,20
HT2387,HR,HR Analyst,Band_2,1,Hyderabad,2,3,Yes,Consultant,60,2025-12-10,2026-01-01,22
HT2388,Operations,Supply Chain Lead,Band_1,1,Shenzhen,1,3,No,Consultant,90,2024-11-26,2024-12-13,17
HT2389,Sales,Account Executive,Band_3,19,Beijing,1,2,Yes,Referral,90,2024-12-29,2025-01-21,23
HT2390,Sales,Sales Manager,Band_2,1,Osaka,5,3,Yes,Referral,60,2025-01-08,2025-02-02,25
HT2391,HR,HR Analyst,Band_2,3,Shenzhen,5,2,Yes,Naukri,60,2024-04-25,2024-05-20,25
HT2392,HR,Recruiter,Band_2,5,Bangalore,4,2,Yes,Consultant,30,2025-05-03,2025-05-26,23
